NA06989.SG	CEU	darkorchid1	3
NA07048.SG	CEU	darkorchid1	3
NA07051.SG	CEU	darkorchid1	3
NA07056.SG	CEU	darkorchid1	3
NA07347.SG	CEU	darkorchid1	3
NA07357.SG	CEU	darkorchid1	3
NA10847.SG	CEU	darkorchid1	3
NA10851.SG	CEU	darkorchid1	3
NA11830.SG	CEU	darkorchid1	3
NA11831.SG	CEU	darkorchid1	3
NA11832.SG	CEU	darkorchid1	3
NA11840.SG	CEU	darkorchid1	3
NA11881.SG	CEU	darkorchid1	3
NA11892.SG	CEU	darkorchid1	3
NA11893.SG	CEU	darkorchid1	3
NA11894.SG	CEU	darkorchid1	3
NA11918.SG	CEU	darkorchid1	3
NA11930.SG	CEU	darkorchid1	3
NA11931.SG	CEU	darkorchid1	3
NA11932.SG	CEU	darkorchid1	3
NA11992.SG	CEU	darkorchid1	3
NA11994.SG	CEU	darkorchid1	3
NA11995.SG	CEU	darkorchid1	3
NA12004.SG	CEU	darkorchid1	3
NA12005.SG	CEU	darkorchid1	3
NA12006.SG	CEU	darkorchid1	3
NA12043.SG	CEU	darkorchid1	3
NA12058.SG	CEU	darkorchid1	3
NA12144.SG	CEU	darkorchid1	3
NA12154.SG	CEU	darkorchid1	3
NA12155.SG	CEU	darkorchid1	3
NA12156.SG	CEU	darkorchid1	3
NA12249.SG	CEU	darkorchid1	3
NA12272.SG	CEU	darkorchid1	3
NA12273.SG	CEU	darkorchid1	3
NA12275.SG	CEU	darkorchid1	3
NA12282.SG	CEU	darkorchid1	3
NA12283.SG	CEU	darkorchid1	3
NA12287.SG	CEU	darkorchid1	3
NA12340.SG	CEU	darkorchid1	3
NA12347.SG	CEU	darkorchid1	3
NA12348.SG	CEU	darkorchid1	3
NA12383.SG	CEU	darkorchid1	3
NA12399.SG	CEU	darkorchid1	3
NA12400.SG	CEU	darkorchid1	3
NA12546.SG	CEU	darkorchid1	3
NA12716.SG	CEU	darkorchid1	3
NA12718.SG	CEU	darkorchid1	3
NA12748.SG	CEU	darkorchid1	3
NA12749.SG	CEU	darkorchid1	3
NA12750.SG	CEU	darkorchid1	3
NA12751.SG	CEU	darkorchid1	3
NA12760.SG	CEU	darkorchid1	3
NA12761.SG	CEU	darkorchid1	3
NA12763.SG	CEU	darkorchid1	3
NA12775.SG	CEU	darkorchid1	3
NA12776.SG	CEU	darkorchid1	3
NA12777.SG	CEU	darkorchid1	3
NA12827.SG	CEU	darkorchid1	3
NA12829.SG	CEU	darkorchid1	3
NA12830.SG	CEU	darkorchid1	3
NA12842.SG	CEU	darkorchid1	3
NA12843.SG	CEU	darkorchid1	3
NA12872.SG	CEU	darkorchid1	3
NA12873.SG	CEU	darkorchid1	3
NA12874.SG	CEU	darkorchid1	3
NA12878.SG	CEU	darkorchid1	3
NA18486.SG	YRI	yellow	3
NA18488.SG	YRI	yellow	3
NA18498.SG	YRI	yellow	3
NA18502.SG	YRI	yellow	3
NA18504.SG	YRI	yellow	3
NA18505.SG	YRI	yellow	3
NA18507.SG	YRI	yellow	3
NA18508.SG	YRI	yellow	3
NA18510.SG	YRI	yellow	3
NA18511.SG	YRI	yellow	3
NA18516.SG	YRI	yellow	3
NA18519.SG	YRI	yellow	3
NA18520.SG	YRI	yellow	3
NA18523.SG	YRI	yellow	3
NA18525.SG	CHB	green	3
NA18528.SG	CHB	green	3
NA18531.SG	CHB	green	3
NA18534.SG	CHB	green	3
NA18536.SG	CHB	green	3
NA18537.SG	CHB	green	3
NA18541.SG	CHB	green	3
NA18543.SG	CHB	green	3
NA18545.SG	CHB	green	3
NA18548.SG	CHB	green	3
NA18550.SG	CHB	green	3
NA18552.SG	CHB	green	3
NA18553.SG	CHB	green	3
NA18555.SG	CHB	green	3
NA18558.SG	CHB	green	3
NA18559.SG	CHB	green	3
NA18561.SG	CHB	green	3
NA18562.SG	CHB	green	3
NA18563.SG	CHB	green	3
NA18565.SG	CHB	green	3
NA18566.SG	CHB	green	3
NA18567.SG	CHB	green	3
NA18570.SG	CHB	green	3
NA18572.SG	CHB	green	3
NA18573.SG	CHB	green	3
NA18574.SG	CHB	green	3
NA18577.SG	CHB	green	3
NA18579.SG	CHB	green	3
NA18582.SG	CHB	green	3
NA18591.SG	CHB	green	3
NA18592.SG	CHB	green	3
NA18593.SG	CHB	green	3
NA18596.SG	CHB	green	3
NA18597.SG	CHB	green	3
NA18603.SG	CHB	green	3
NA18605.SG	CHB	green	3
NA18608.SG	CHB	green	3
NA18609.SG	CHB	green	3
NA18610.SG	CHB	green	3
NA18613.SG	CHB	green	3
NA18614.SG	CHB	green	3
NA18616.SG	CHB	green	3
NA18617.SG	CHB	green	3
NA18620.SG	CHB	green	3
NA18621.SG	CHB	green	3
NA18622.SG	CHB	green	3
NA18623.SG	CHB	green	3
NA18625.SG	CHB	green	3
NA18626.SG	CHB	green	3
NA18627.SG	CHB	green	3
NA18628.SG	CHB	green	3
NA18630.SG	CHB	green	3
NA18632.SG	CHB	green	3
NA18634.SG	CHB	green	3
NA18636.SG	CHB	green	3
NA18637.SG	CHB	green	3
NA18638.SG	CHB	green	3
NA18639.SG	CHB	green	3
NA18641.SG	CHB	green	3
NA18642.SG	CHB	green	3
NA18643.SG	CHB	green	3
NA18645.SG	CHB	green	3
NA18646.SG	CHB	green	3
NA18740.SG	CHB	green	3
NA18745.SG	CHB	green	3
NA18749.SG	CHB	green	3
NA18757.SG	CHB	green	3
NA18853.SG	YRI	yellow	3
NA18858.SG	YRI	yellow	3
NA18861.SG	YRI	yellow	3
NA18864.SG	YRI	yellow	3
NA18865.SG	YRI	yellow	3
NA18867.SG	YRI	yellow	3
NA18868.SG	YRI	yellow	3
NA18870.SG	YRI	yellow	3
NA18874.SG	YRI	yellow	3
NA18876.SG	YRI	yellow	3
NA18877.SG	YRI	yellow	3
NA18878.SG	YRI	yellow	3
NA18879.SG	YRI	yellow	3
NA18908.SG	YRI	yellow	3
NA18909.SG	YRI	yellow	3
NA18912.SG	YRI	yellow	3
NA18915.SG	YRI	yellow	3
NA18924.SG	YRI	yellow	3
NA18933.SG	YRI	yellow	3
NA18934.SG	YRI	yellow	3
NA19093.SG	YRI	yellow	3
NA19098.SG	YRI	yellow	3
NA19099.SG	YRI	yellow	3
NA19108.SG	YRI	yellow	3
NA19113.SG	YRI	yellow	3
NA19114.SG	YRI	yellow	3
NA19116.SG	YRI	yellow	3
NA19117.SG	YRI	yellow	3
NA19121.SG	YRI	yellow	3
NA19129.SG	YRI	yellow	3
NA19130.SG	YRI	yellow	3
NA19131.SG	YRI	yellow	3
NA19143.SG	YRI	yellow	3
NA19149.SG	YRI	yellow	3
NA19152.SG	YRI	yellow	3
NA19159.SG	YRI	yellow	3
NA19175.SG	YRI	yellow	3
NA19184.SG	YRI	yellow	3
NA19190.SG	YRI	yellow	3
NA19197.SG	YRI	yellow	3
