NA19201.SG	YRI	yellow	3
NA19206.SG	YRI	yellow	3
NA19210.SG	YRI	yellow	3
NA19214.SG	YRI	yellow	3
NA19223.SG	YRI	yellow	3
NA19225.SG	YRI	yellow	3
NA19235.SG	YRI	yellow	3
NA19238.SG	YRI	yellow	3
NA19239.SG	YRI	yellow	3
NA19247.SG	YRI	yellow	3
NA19248.SG	YRI	yellow	3
NA19256.SG	YRI	yellow	3
NA19257.SG	YRI	yellow	3
and_NC_a_01	NC_lc	dodgerblue4	16
and_NC_a_02	NC	blue	16
and_NC_b_09	NC_lc	dodgerblue4	16
and_NC_b_11	NC	blue	16
and_SH_a_01	SH	red	16
and_SH_a_02	SH	red	16
Lam05	PER	black	3
LAM10	PER	black	3
LAM15	PER	black	3
LAM20	PER	black	3
LAM21	PER	black	3
LAM27	PER	black	3
LAM32	PER	black	3
LAM33	PER	black	3
LAM35	PER	black	3
PIU01	PER	black	3
PIU02	PER	black	3
PIU04	PER	black	3
PIU05	PER	black	3
PIU06	PER	black	3
PIU08	PER	black	3
PIU11	PER	black	3
PIU12	PER	black	3
PIU19	PER	black	3
PIU21	PER	black	3
PIU24	PER	black	3
PIU25	PER	black	3
PIU27	PER	black	3
PIU28	PER	black	3
PIU35	PER	black	3
